1782877585.859617 server started (7833): version 3.7, socket /tmp/tmux-1000/default, protocol 8
1782877585.859720 on Linux 7.0.14-arch1-1 #1 SMP PREEMPT_DYNAMIC Sat, 27 Jun 2026 16:15:10 +0000
1782877585.859783 using libevent 2.1.12-stable poll
1782877585.859812 using ncurses 6.6 20251230
1782877586.060483 tty_draw_line: cell 13 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060489 tty_draw_line: cell 14 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060497 tty_draw_line: cell 15 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060504 tty_draw_line: cell 16 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060511 tty_draw_line: cell 17 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060518 tty_draw_line: cell 18 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060525 tty_draw_line: cell 19 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060532 tty_draw_line: cell 20 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060540 tty_draw_line: cell 21 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060547 tty_draw_line: cell 22 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060556 tty_draw_line: cell 23 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060566 tty_draw_line: cell 24 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060577 tty_draw_line: cell 25 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060587 tty_draw_line: cell 26 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060598 tty_draw_line: cell 27 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060608 tty_draw_line: cell 28 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060617 tty_draw_line: cell 29 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060626 tty_draw_line: cell 30 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060634 tty_draw_line: cell 31 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060642 tty_draw_line: cell 32 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060650 tty_draw_line: cell 33 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060657 tty_draw_line: cell 34 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060665 tty_draw_line: cell 35 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060671 tty_draw_line: cell 36 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060679 tty_draw_line: cell 37 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060686 tty_draw_line: cell 38 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060696 tty_draw_line: cell 39 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060705 tty_draw_line: cell 40 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060712 tty_draw_line: cell 41 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060721 tty_draw_line: cell 42 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060731 tty_draw_line: cell 43 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060741 tty_draw_line: cell 44 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060751 tty_draw_line: cell 45 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060761 tty_draw_line: cell 46 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060771 tty_draw_line: cell 47 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060787 tty_draw_line: cell 48 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060802 tty_draw_line: cell 49 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060810 tty_draw_line: cell 50 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060817 tty_draw_line: cell 51 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060825 tty_draw_line: cell 52 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060835 tty_draw_line: cell 53 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060844 tty_draw_line: cell 54 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060856 tty_draw_line: cell 55 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060865 tty_draw_line: cell 56 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060877 tty_draw_line: cell 57 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060884 tty_draw_line: cell 58 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060895 tty_draw_line: cell 59 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060908 tty_draw_line: cell 60 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060919 tty_draw_line: cell 61 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060929 tty_draw_line: cell 62 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060937 tty_draw_line: cell 63 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060945 tty_draw_line: cell 64 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060955 tty_draw_line: cell 65 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.060963 tty_draw_line: cell 66 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061011 tty_draw_line: cell 67 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061025 tty_draw_line: cell 68 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061043 tty_draw_line: cell 69 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061055 tty_draw_line: cell 70 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061065 tty_draw_line: cell 71 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061076 tty_draw_line: cell 72 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061090 tty_draw_line: cell 73 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061099 tty_draw_line: cell 74 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061109 tty_draw_line: cell 75 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061118 tty_draw_line: cell 76 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061128 tty_draw_line: cell 77 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061137 tty_draw_line: cell 78 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061146 tty_draw_line: cell 79 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061156 tty_draw_line: cell 80 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061172 tty_draw_line: cell 81 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061185 tty_draw_line: cell 82 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061195 tty_draw_line: cell 83 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061206 tty_draw_line: cell 84 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061222 tty_draw_line: cell 85 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061233 tty_draw_line: cell 86 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061243 tty_draw_line: cell 87 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061257 tty_draw_line: cell 88 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061267 tty_draw_line: cell 89 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061276 tty_draw_line: cell 90 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061284 tty_draw_line: cell 91 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061294 tty_draw_line: cell 92 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061305 tty_draw_line: cell 93 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061318 tty_draw_line: cell 94 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061343 tty_draw_line: cell 95 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061366 tty_draw_line: cell 96 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061377 tty_draw_line: cell 97 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061388 tty_draw_line: cell 98 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061396 tty_draw_line: cell 99 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061403 tty_draw_line: cell 100 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061412 tty_draw_line: cell 101 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061422 tty_draw_line: cell 102 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061438 tty_draw_line: cell 103 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061449 tty_draw_line: cell 104 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061461 tty_draw_line: cell 105 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061470 tty_draw_line: cell 106 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061478 tty_draw_line: cell 107 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061488 tty_draw_line: cell 108 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061500 tty_draw_line: cell 109 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061511 tty_draw_line: cell 110 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061523 tty_draw_line: cell 111 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061536 tty_draw_line: cell 112 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061546 tty_draw_line: cell 113 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061557 tty_draw_line: cell 114 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061570 tty_draw_line: cell 115 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061583 tty_draw_line: cell 116 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061594 tty_draw_line: cell 117 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061602 tty_draw_line: cell 118 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061611 tty_draw_line: cell 119 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061622 tty_draw_line: cell 120 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061634 tty_draw_line: cell 121 empty 0, bg 8; state: current EMPTY, next DONE
1782877586.061651 /dev/pts/0: \r
1782877586.061668 /dev/pts/0: \n
1782877586.061682 /dev/pts/0: \033[K
1782877586.061715 screen_redraw_draw_pane: /dev/pts/0 %0 range 0 (0,15) width 121, tty (0,15) width 121
1782877586.061739 tty_draw_line: px=0 py=15 nx=121 atx=0 aty=15
1782877586.061752 tty_draw_line: drawing 0-121,15 (end 0) at 0,15; defaults: fg=8, bg=8
1782877586.061760 tty_draw_line: cell 0 empty 1, bg 8; state: current FIRST, next EMPTY
1782877586.061769 tty_draw_line: cell 1 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061778 tty_draw_line: cell 2 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061786 tty_draw_line: cell 3 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061794 tty_draw_line: cell 4 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061810 tty_draw_line: cell 5 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061818 tty_draw_line: cell 6 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061825 tty_draw_line: cell 7 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061833 tty_draw_line: cell 8 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061843 tty_draw_line: cell 9 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061851 tty_draw_line: cell 10 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061858 tty_draw_line: cell 11 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061865 tty_draw_line: cell 12 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061872 tty_draw_line: cell 13 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061887 tty_draw_line: cell 14 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061905 tty_draw_line: cell 15 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061915 tty_draw_line: cell 16 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061921 tty_draw_line: cell 17 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061928 tty_draw_line: cell 18 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061935 tty_draw_line: cell 19 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061942 tty_draw_line: cell 20 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061949 tty_draw_line: cell 21 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061955 tty_draw_line: cell 22 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061962 tty_draw_line: cell 23 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061980 tty_draw_line: cell 24 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061990 tty_draw_line: cell 25 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.061998 tty_draw_line: cell 26 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062005 tty_draw_line: cell 27 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062012 tty_draw_line: cell 28 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062019 tty_draw_line: cell 29 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062029 tty_draw_line: cell 30 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062036 tty_draw_line: cell 31 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062042 tty_draw_line: cell 32 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062049 tty_draw_line: cell 33 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062056 tty_draw_line: cell 34 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062063 tty_draw_line: cell 35 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062070 tty_draw_line: cell 36 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062079 tty_draw_line: cell 37 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062086 tty_draw_line: cell 38 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062093 tty_draw_line: cell 39 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062100 tty_draw_line: cell 40 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062106 tty_draw_line: cell 41 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062113 tty_draw_line: cell 42 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062120 tty_draw_line: cell 43 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062126 tty_draw_line: cell 44 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062132 tty_draw_line: cell 45 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062139 tty_draw_line: cell 46 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062147 tty_draw_line: cell 47 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062156 tty_draw_line: cell 48 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062166 tty_draw_line: cell 49 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062176 tty_draw_line: cell 50 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062187 tty_draw_line: cell 51 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062195 tty_draw_line: cell 52 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062204 tty_draw_line: cell 53 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062211 tty_draw_line: cell 54 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062219 tty_draw_line: cell 55 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062227 tty_draw_line: cell 56 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062234 tty_draw_line: cell 57 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062241 tty_draw_line: cell 58 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062248 tty_draw_line: cell 59 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062265 tty_draw_line: cell 60 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062280 tty_draw_line: cell 61 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062288 tty_draw_line: cell 62 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062296 tty_draw_line: cell 63 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062303 tty_draw_line: cell 64 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062310 tty_draw_line: cell 65 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062317 tty_draw_line: cell 66 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062324 tty_draw_line: cell 67 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062331 tty_draw_line: cell 68 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062338 tty_draw_line: cell 69 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062346 tty_draw_line: cell 70 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062353 tty_draw_line: cell 71 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062360 tty_draw_line: cell 72 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062368 tty_draw_line: cell 73 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062374 tty_draw_line: cell 74 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062381 tty_draw_line: cell 75 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062388 tty_draw_line: cell 76 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062395 tty_draw_line: cell 77 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062403 tty_draw_line: cell 78 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062410 tty_draw_line: cell 79 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062417 tty_draw_line: cell 80 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062425 tty_draw_line: cell 81 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062432 tty_draw_line: cell 82 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062439 tty_draw_line: cell 83 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062446 tty_draw_line: cell 84 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062454 tty_draw_line: cell 85 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062461 tty_draw_line: cell 86 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062468 tty_draw_line: cell 87 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062475 tty_draw_line: cell 88 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062482 tty_draw_line: cell 89 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062489 tty_draw_line: cell 90 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062496 tty_draw_line: cell 91 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062503 tty_draw_line: cell 92 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062510 tty_draw_line: cell 93 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062518 tty_draw_line: cell 94 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062525 tty_draw_line: cell 95 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062533 tty_draw_line: cell 96 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062540 tty_draw_line: cell 97 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062547 tty_draw_line: cell 98 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062554 tty_draw_line: cell 99 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062561 tty_draw_line: cell 100 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062569 tty_draw_line: cell 101 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062576 tty_draw_line: cell 102 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062583 tty_draw_line: cell 103 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062590 tty_draw_line: cell 104 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062598 tty_draw_line: cell 105 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062634 tty_draw_line: cell 106 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062649 tty_draw_line: cell 107 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062657 tty_draw_line: cell 108 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062664 tty_draw_line: cell 109 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062671 tty_draw_line: cell 110 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062678 tty_draw_line: cell 111 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062686 tty_draw_line: cell 112 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062693 tty_draw_line: cell 113 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062700 tty_draw_line: cell 114 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062707 tty_draw_line: cell 115 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062715 tty_draw_line: cell 116 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062722 tty_draw_line: cell 117 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062729 tty_draw_line: cell 118 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062736 tty_draw_line: cell 119 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062743 tty_draw_line: cell 120 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062751 tty_draw_line: cell 121 empty 0, bg 8; state: current EMPTY, next DONE
1782877586.062760 /dev/pts/0: \r
1782877586.062768 /dev/pts/0: \n
1782877586.062775 /dev/pts/0: \033[K
1782877586.062787 screen_redraw_draw_pane: /dev/pts/0 %0 range 0 (0,16) width 121, tty (0,16) width 121
1782877586.062797 tty_draw_line: px=0 py=16 nx=121 atx=0 aty=16
1782877586.062805 tty_draw_line: drawing 0-121,16 (end 0) at 0,16; defaults: fg=8, bg=8
1782877586.062813 tty_draw_line: cell 0 empty 1, bg 8; state: current FIRST, next EMPTY
1782877586.062820 tty_draw_line: cell 1 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062827 tty_draw_line: cell 2 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062835 tty_draw_line: cell 3 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062842 tty_draw_line: cell 4 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062849 tty_draw_line: cell 5 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062856 tty_draw_line: cell 6 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062863 tty_draw_line: cell 7 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062870 tty_draw_line: cell 8 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062878 tty_draw_line: cell 9 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062885 tty_draw_line: cell 10 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062892 tty_draw_line: cell 11 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062899 tty_draw_line: cell 12 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062906 tty_draw_line: cell 13 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062913 tty_draw_line: cell 14 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062920 tty_draw_line: cell 15 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062927 tty_draw_line: cell 16 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062934 tty_draw_line: cell 17 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062941 tty_draw_line: cell 18 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062948 tty_draw_line: cell 19 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062955 tty_draw_line: cell 20 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.062963 tty_draw_line: cell 21 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063045 tty_draw_line: cell 22 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063071 tty_draw_line: cell 23 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063097 tty_draw_line: cell 24 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063126 tty_draw_line: cell 25 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063162 tty_draw_line: cell 26 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063196 tty_draw_line: cell 27 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063223 tty_draw_line: cell 28 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063248 tty_draw_line: cell 29 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063290 tty_draw_line: cell 30 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063318 tty_draw_line: cell 31 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063343 tty_draw_line: cell 32 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063370 tty_draw_line: cell 33 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063397 tty_draw_line: cell 34 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063442 tty_draw_line: cell 35 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063471 tty_draw_line: cell 36 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063508 tty_draw_line: cell 37 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063539 tty_draw_line: cell 38 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063565 tty_draw_line: cell 39 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063590 tty_draw_line: cell 40 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063614 tty_draw_line: cell 41 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063639 tty_draw_line: cell 42 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063663 tty_draw_line: cell 43 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063688 tty_draw_line: cell 44 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063714 tty_draw_line: cell 45 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063738 tty_draw_line: cell 46 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063763 tty_draw_line: cell 47 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063787 tty_draw_line: cell 48 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063812 tty_draw_line: cell 49 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063836 tty_draw_line: cell 50 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063860 tty_draw_line: cell 51 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063885 tty_draw_line: cell 52 empty 1, bg 8; state: current EMPTY, next EMPTY
1782877586.063909 tty_draw_line: cell 53 empty 1, bg 8; state: current EMPTY, next EMPTY
